,game_id,fg_scored,fg_missed,turnover,personal_foul,violation,substitution,time_out,jump_ball,ejection,end_of_period,else,team_name_home,reb_home,pts_home,wl_home,ast_home,tov_home,pf_home,plus_minus_home,game_year,off_rebounds_home
0,11300002,3,2,3,2,0,0,0,0,0,0,0,Indiana Pacers,38.0,76.0,L,15.0,15.0,23.0,-6,2013,10
1,11300003,2,0,0,1,0,0,0,0,0,0,1,Houston Rockets,35.0,115.0,L,24.0,22.0,27.0,-1,2013,3
2,11300004,2,2,1,1,0,0,0,1,0,0,0,Los Angeles Lakers,44.0,104.0,W,22.0,20.0,27.0,9,2013,6
3,11300006,0,5,1,4,0,0,0,0,0,0,2,Los Angeles Lakers,47.0,88.0,L,21.0,23.0,23.0,-9,2013,10
4,11300007,3,4,1,3,0,0,0,0,0,0,1,Chicago Bulls,43.0,106.0,W,17.0,18.0,26.0,19,2013,11
5,11300010,2,5,1,4,0,0,0,0,0,0,2,Portland Trail Blazers,50.0,81.0,L,14.0,23.0,27.0,-8,2013,12
6,11300011,3,1,1,1,0,0,0,0,0,0,0,Boston Celtics,26.0,89.0,L,25.0,14.0,22.0,-8,2013,6
7,11300012,1,3,0,0,0,0,0,0,0,0,0,Miami Heat,37.0,92.0,W,20.0,24.0,25.0,5,2013,4
8,11300013,6,0,0,1,0,0,0,0,0,0,0,Dallas Mavericks,43.0,92.0,L,26.0,28.0,21.0,-2,2013,7
9,11300014,2,2,1,2,0,0,1,0,0,0,1,Golden State Warriors,44.0,94.0,W,23.0,22.0,23.0,13,2013,8
10,11300015,5,4,1,2,0,0,0,0,0,0,0,Washington Wizards,45.0,106.0,L,15.0,23.0,35.0,-5,2013,12
11,11300016,5,6,1,1,0,0,0,0,0,0,3,Cleveland Cavaliers,50.0,99.0,W,21.0,26.0,33.0,12,2013,13
12,11300017,4,4,0,2,0,0,0,0,0,0,2,Utah Jazz,62.0,101.0,W,23.0,17.0,20.0,23,2013,10
13,11300018,3,1,3,2,0,0,0,0,0,0,0,Los Angeles Lakers,44.0,90.0,W,19.0,22.0,33.0,2,2013,9
14,11300019,1,2,2,3,0,0,0,0,0,0,1,Charlotte Hornets,41.0,85.0,L,15.0,15.0,16.0,-2,2013,8
15,11300021,0,2,1,1,0,0,0,0,0,1,2,Philadelphia 76ers,42.0,99.0,L,25.0,20.0,21.0,-4,2013,5
16,11300022,1,0,0,3,0,0,0,0,0,0,0,Toronto Raptors,35.0,89.0,L,18.0,14.0,26.0,-12,2013,4
17,11300023,3,4,2,4,0,0,0,0,0,0,1,Orlando Magic,52.0,95.0,L,19.0,18.0,27.0,-4,2013,13
18,11300024,4,4,0,0,0,0,0,0,0,0,1,Memphis Grizzlies,51.0,90.0,L,18.0,17.0,20.0,-5,2013,8
19,11300025,3,0,0,0,0,0,0,0,0,0,0,Portland Trail Blazers,38.0,98.0,L,21.0,18.0,26.0,-6,2013,3
20,11300026,2,4,0,0,0,0,0,0,0,0,0,Boston Celtics,36.0,102.0,L,28.0,16.0,26.0,-1,2013,6
21,11300028,5,8,1,2,0,0,0,0,0,0,0,Minnesota Timberwolves,43.0,98.0,W,15.0,16.0,19.0,9,2013,16
22,11300029,2,2,0,0,0,0,0,0,0,0,2,Los Angeles Lakers,38.0,86.0,L,21.0,10.0,13.0,-18,2013,4
23,11300030,5,4,0,4,0,0,0,0,0,0,0,Detroit Pistons,55.0,107.0,L,15.0,24.0,29.0,-5,2013,13
24,11300031,3,2,1,1,0,0,0,0,0,0,1,Indiana Pacers,39.0,96.0,L,16.0,19.0,29.0,-20,2013,7
25,11300032,5,2,0,0,0,0,0,0,0,0,0,Toronto Raptors,44.0,100.0,W,9.0,23.0,23.0,9,2013,7
26,11300033,3,3,1,1,0,0,0,0,0,0,0,Philadelphia 76ers,54.0,97.0,W,23.0,25.0,21.0,12,2013,8
27,11300034,2,4,2,2,0,0,0,0,0,0,0,Orlando Magic,43.0,105.0,L,24.0,25.0,34.0,-5,2013,10
28,11300035,3,2,0,2,0,0,0,0,0,0,0,Portland Trail Blazers,49.0,96.0,W,19.0,23.0,27.0,10,2013,7
29,11300036,2,4,1,1,0,0,0,0,0,0,1,Miami Heat,41.0,86.0,W,15.0,13.0,22.0,11,2013,8
30,11300037,3,2,1,3,0,0,0,0,0,0,0,Washington Wizards,44.0,81.0,L,16.0,20.0,16.0,-2,2013,9
31,11300038,5,2,0,1,0,0,1,0,0,0,0,Minnesota Timberwolves,33.0,97.0,L,16.0,16.0,25.0,-7,2013,9
32,11300039,2,4,1,2,0,0,0,0,0,0,1,Utah Jazz,40.0,74.0,L,19.0,18.0,14.0,-32,2013,9
33,11300041,1,3,0,2,0,0,0,0,0,0,0,Brooklyn Nets,28.0,88.0,L,16.0,21.0,25.0,-11,2013,6
34,11300042,2,4,1,1,0,0,0,0,0,0,1,Milwaukee Bucks,47.0,76.0,L,20.0,19.0,23.0,-7,2013,8
35,11300043,2,3,1,0,0,0,0,0,0,0,0,New Orleans Pelicans,44.0,105.0,W,24.0,22.0,23.0,32,2013,6
36,11300044,3,3,0,3,0,0,0,0,0,0,1,Houston Rockets,46.0,107.0,W,27.0,18.0,28.0,9,2013,9
37,11300045,2,0,1,0,0,0,0,0,0,0,1,San Antonio Spurs,39.0,99.0,L,27.0,13.0,19.0,-7,2013,3
38,11300047,3,4,1,0,0,0,0,0,0,1,0,Philadelphia 76ers,31.0,97.0,L,22.0,18.0,25.0,-30,2013,9
39,11300048,3,6,2,0,0,0,0,0,0,0,1,Denver Nuggets,51.0,98.0,W,22.0,15.0,25.0,4,2013,11
40,11300049,4,3,1,2,0,0,0,0,0,1,2,Sacramento Kings,53.0,99.0,W,20.0,18.0,19.0,11,2013,11
41,11300050,2,5,0,0,0,0,0,0,0,0,2,Dallas Mavericks,32.0,94.0,L,23.0,12.0,22.0,-8,2013,7
42,11300052,0,2,2,1,0,0,0,0,0,0,3,Cleveland Cavaliers,42.0,74.0,L,18.0,25.0,31.0,-18,2013,5
43,11300053,3,1,2,2,0,0,0,0,0,0,2,Memphis Grizzlies,40.0,102.0,W,19.0,13.0,20.0,3,2013,8
44,11300054,5,6,3,1,0,0,0,1,0,0,2,Oklahoma City Thunder,55.0,109.0,W,24.0,15.0,22.0,28,2013,15
45,11300055,4,1,0,2,0,0,0,0,0,0,1,Phoenix Suns,34.0,96.0,L,20.0,19.0,24.0,-6,2013,7
46,11300056,4,4,0,3,0,0,0,0,0,0,0,Brooklyn Nets,49.0,82.0,W,15.0,21.0,23.0,2,2013,11
47,11300057,3,2,2,1,0,0,0,0,0,0,0,Los Angeles Lakers,41.0,95.0,L,25.0,22.0,25.0,-5,2013,8
48,11300058,4,2,3,1,0,0,0,0,0,0,0,Toronto Raptors,39.0,99.0,W,17.0,22.0,26.0,2,2013,10
49,11300059,2,6,1,3,0,0,0,1,0,0,1,Indiana Pacers,46.0,85.0,L,16.0,17.0,21.0,-7,2013,12
50,11300061,1,5,2,3,0,0,0,0,0,0,0,Houston Rockets,43.0,108.0,W,25.0,15.0,18.0,4,2013,11
51,11300062,1,5,0,1,0,0,0,0,0,0,0,Utah Jazz,43.0,92.0,L,16.0,18.0,26.0,-7,2013,7
52,11300063,8,1,1,3,0,0,0,0,0,0,1,Charlotte Hornets,45.0,110.0,W,25.0,18.0,25.0,26,2013,13
53,11300064,4,2,1,3,0,0,0,0,0,0,0,Washington Wizards,44.0,89.0,L,20.0,14.0,21.0,-9,2013,10
54,11300065,4,1,4,5,0,0,0,1,0,0,2,Cleveland Cavaliers,48.0,96.0,W,27.0,21.0,28.0,12,2013,14
55,11300066,3,0,2,2,0,0,0,0,0,0,0,Oklahoma City Thunder,40.0,102.0,L,24.0,21.0,28.0,-3,2013,7
56,11300067,3,2,0,3,0,0,0,0,0,0,1,Sacramento Kings,39.0,107.0,W,18.0,15.0,18.0,17,2013,8
57,11300068,1,2,1,1,0,0,0,0,0,0,0,Atlanta Hawks,42.0,104.0,L,30.0,16.0,18.0,-2,2013,5
58,11300069,6,3,1,3,0,0,0,0,0,0,0,Brooklyn Nets,53.0,86.0,W,22.0,26.0,28.0,24,2013,13
59,11300070,1,3,2,0,0,0,0,0,0,0,0,Orlando Magic,38.0,91.0,L,19.0,16.0,24.0,-6,2013,6
60,11300071,2,1,1,1,0,0,0,0,0,0,0,Chicago Bulls,37.0,103.0,W,22.0,10.0,29.0,5,2013,5
61,11300072,4,5,1,0,0,0,1,0,0,0,1,Golden State Warriors,46.0,115.0,W,35.0,20.0,24.0,26,2013,11
62,11300073,2,4,0,1,0,0,1,0,0,0,1,Los Angeles Clippers,38.0,84.0,L,19.0,13.0,21.0,-10,2013,8
63,11300075,1,3,0,2,0,0,0,0,0,0,2,Charlotte Hornets,46.0,83.0,L,17.0,24.0,13.0,-6,2013,6
64,11300076,1,2,0,1,0,0,0,0,0,0,0,Miami Heat,39.0,121.0,W,25.0,16.0,29.0,25,2013,4
65,11300077,4,5,0,4,0,0,0,0,0,0,2,Cleveland Cavaliers,55.0,79.0,L,17.0,22.0,37.0,-23,2013,13
66,11300078,0,1,3,2,0,0,0,0,0,0,0,Los Angeles Clippers,37.0,118.0,W,26.0,20.0,29.0,7,2013,6
67,11300081,3,5,0,5,0,0,0,0,0,0,0,Minnesota Timberwolves,54.0,104.0,W,20.0,17.0,24.0,15,2013,13
68,11300082,1,3,2,2,0,0,0,0,0,0,0,Oklahoma City Thunder,49.0,88.0,W,17.0,18.0,24.0,6,2013,8
69,11300083,3,2,2,3,0,0,0,0,0,0,1,Portland Trail Blazers,54.0,109.0,W,22.0,19.0,20.0,4,2013,10
70,11300084,2,4,2,3,0,0,0,0,0,0,0,Toronto Raptors,57.0,123.0,W,29.0,17.0,38.0,3,2013,11
71,11300087,6,6,0,2,0,0,0,0,0,0,1,Houston Rockets,54.0,100.0,W,20.0,23.0,21.0,5,2013,14
72,11300088,7,2,3,2,0,0,0,0,0,0,2,Phoenix Suns,50.0,88.0,W,19.0,21.0,23.0,12,2013,14
73,11300089,0,2,0,1,0,0,0,0,0,0,0,Atlanta Hawks,32.0,89.0,L,27.0,20.0,19.0,-18,2013,3
74,11300090,2,1,0,1,0,0,0,0,0,0,0,Detroit Pistons,39.0,99.0,W,29.0,14.0,23.0,3,2013,4
75,11300091,5,2,1,2,0,0,0,0,0,0,0,San Antonio Spurs,45.0,123.0,W,28.0,18.0,13.0,22,2013,10
76,11300092,1,0,0,1,1,0,0,0,0,0,0,Los Angeles Lakers,38.0,108.0,W,19.0,17.0,20.0,14,2013,2
77,11300094,7,3,0,0,0,0,0,0,0,0,0,Boston Celtics,44.0,101.0,W,20.0,18.0,22.0,4,2013,10
78,11300095,3,5,0,3,0,0,0,0,0,0,4,Philadelphia 76ers,56.0,102.0,L,21.0,17.0,31.0,-23,2013,11
79,11300096,1,3,0,2,0,0,0,0,0,0,1,Cleveland Cavaliers,42.0,82.0,L,21.0,23.0,17.0,-19,2013,6
80,11300097,2,1,0,3,0,0,0,0,0,0,1,Milwaukee Bucks,40.0,105.0,W,26.0,17.0,22.0,10,2013,6
81,11300098,0,3,0,1,0,0,0,1,0,0,1,New Orleans Pelicans,31.0,95.0,L,22.0,24.0,28.0,-13,2013,4
82,11300099,4,4,2,2,0,0,0,0,0,0,0,Denver Nuggets,41.0,79.0,L,18.0,17.0,19.0,-19,2013,12
83,11300100,4,1,0,0,0,0,0,0,0,0,3,Sacramento Kings,45.0,91.0,W,17.0,25.0,25.0,1,2013,5
84,11300101,2,1,0,2,0,0,1,0,0,0,2,Dallas Mavericks,40.0,98.0,W,26.0,14.0,21.0,10,2013,6
85,11300102,1,3,0,3,0,0,0,0,0,0,1,Los Angeles Clippers,43.0,103.0,W,26.0,13.0,24.0,4,2013,7
86,11300103,1,1,0,2,0,0,0,0,0,0,1,Oklahoma City Thunder,32.0,95.0,L,23.0,16.0,23.0,-9,2013,4
87,11300104,1,2,0,1,1,0,0,1,0,1,3,Charlotte Hornets,37.0,105.0,W,27.0,9.0,18.0,13,2013,5
88,11300105,0,5,1,0,0,0,0,0,0,0,1,San Antonio Spurs,41.0,92.0,L,26.0,15.0,20.0,-17,2013,6
89,11300106,5,3,0,1,1,0,0,0,0,0,0,Detroit Pistons,45.0,99.0,W,21.0,16.0,20.0,1,2013,9
90,11300107,3,5,1,1,0,0,0,0,0,0,1,Golden State Warriors,47.0,74.0,L,17.0,14.0,26.0,-16,2013,10
91,11300109,2,3,2,2,0,0,0,1,0,0,3,Chicago Bulls,54.0,94.0,W,21.0,14.0,21.0,5,2013,9
92,11300110,1,4,2,2,0,0,0,0,0,0,1,Memphis Grizzlies,44.0,73.0,L,13.0,21.0,25.0,-19,2013,9
93,11300111,1,4,1,1,0,0,0,0,0,0,0,Los Angeles Lakers,40.0,111.0,W,28.0,18.0,22.0,5,2013,7
94,11300112,3,2,1,0,0,0,0,0,0,0,2,New York Knicks,46.0,83.0,L,16.0,12.0,16.0,-2,2013,6
95,11300113,1,0,0,0,0,0,0,0,0,0,0,Miami Heat,24.0,87.0,L,21.0,14.0,18.0,-21,2013,1
96,11300115,1,4,2,1,0,0,0,0,0,0,1,Dallas Mavericks,43.0,77.0,L,17.0,25.0,16.0,-21,2013,8
97,11300116,1,3,0,1,0,0,0,0,0,0,1,Los Angeles Clippers,41.0,100.0,L,20.0,18.0,33.0,-10,2013,5
98,11400001,3,2,2,0,0,0,0,0,0,1,1,Miami Heat,42.0,86.0,L,18.0,18.0,17.0,-12,2014,8
99,11400002,2,1,2,0,0,0,0,0,0,0,0,Toronto Raptors,30.0,99.0,W,21.0,16.0,31.0,5,2014,5
100,11400004,1,4,1,1,2,0,0,0,0,0,2,Chicago Bulls,40.0,81.0,L,18.0,20.0,24.0,-4,2014,7
101,11400005,1,4,0,2,0,0,0,0,0,0,0,Los Angeles Lakers,45.0,98.0,W,29.0,16.0,34.0,3,2014,7
102,11400006,5,7,1,0,0,0,0,0,0,0,0,Boston Celtics,52.0,98.0,W,17.0,18.0,27.0,20,2014,13
103,11400007,3,5,1,4,0,0,0,0,0,0,0,Atlanta Hawks,50.0,93.0,W,24.0,24.0,26.0,6,2014,13
104,11400008,2,1,1,0,0,0,1,0,0,0,1,Indiana Pacers,46.0,103.0,W,19.0,13.0,21.0,13,2014,5
105,11400009,0,4,0,4,0,0,1,0,0,1,1,Utah Jazz,52.0,92.0,W,15.0,21.0,25.0,19,2014,10
106,11400010,2,0,0,3,0,0,1,0,0,0,1,Sacramento Kings,42.0,113.0,W,20.0,20.0,18.0,7,2014,6
107,11400012,6,2,0,1,0,0,0,0,0,0,0,Miami Heat,48.0,101.0,L,22.0,9.0,22.0,-7,2014,9
108,11400013,4,5,1,0,0,0,0,0,0,0,0,Detroit Pistons,40.0,111.0,W,28.0,13.0,31.0,2,2014,10
109,11400014,3,3,1,3,0,0,0,0,0,0,1,Dallas Mavericks,40.0,108.0,L,14.0,24.0,36.0,-3,2014,10
110,11400015,1,3,2,1,0,0,0,0,0,0,0,Los Angeles Clippers,37.0,94.0,L,22.0,24.0,37.0,-18,2014,7
111,11400016,5,3,0,3,0,0,0,0,0,0,1,Philadelphia 76ers,53.0,106.0,W,29.0,11.0,23.0,14,2014,11
112,11400017,2,5,0,1,0,0,0,0,0,0,1,Milwaukee Bucks,49.0,86.0,W,23.0,22.0,26.0,3,2014,8
113,11400018,2,2,1,2,0,0,0,0,0,0,3,New Orleans Pelicans,41.0,89.0,L,16.0,11.0,23.0,-5,2014,7
114,11400019,1,2,2,4,0,0,0,0,0,0,1,Denver Nuggets,44.0,114.0,W,25.0,24.0,26.0,13,2014,9
115,11400021,1,3,0,1,0,0,0,1,0,0,0,Boston Celtics,37.0,106.0,W,22.0,15.0,22.0,20,2014,5
116,11400023,5,4,1,2,0,0,0,0,0,0,1,Houston Rockets,50.0,113.0,W,21.0,29.0,27.0,20,2014,12
117,11400024,0,5,0,1,0,0,2,0,0,0,1,Portland Trail Blazers,39.0,105.0,L,24.0,19.0,25.0,-4,2014,8
118,11400025,2,7,1,3,0,0,0,0,0,1,0,Detroit Pistons,53.0,94.0,W,20.0,16.0,24.0,14,2014,14
119,11400026,3,8,1,2,1,0,0,0,0,0,0,Los Angeles Lakers,42.0,105.0,L,22.0,10.0,31.0,-15,2014,14
120,11400027,4,3,1,1,0,0,0,0,0,0,0,Charlotte Hornets,46.0,99.0,W,26.0,11.0,22.0,13,2014,9
121,11400028,1,4,1,1,0,0,0,0,0,0,0,Indiana Pacers,38.0,93.0,L,20.0,13.0,16.0,-3,2014,7
122,11400029,3,4,1,1,0,0,0,0,0,0,2,Minnesota Timberwolves,43.0,116.0,W,28.0,17.0,17.0,6,2014,9
123,11400030,2,4,1,1,0,0,0,0,0,1,0,Phoenix Suns,47.0,97.0,W,16.0,15.0,21.0,8,2014,9
124,11400031,7,4,1,0,0,0,0,1,0,0,0,Toronto Raptors,46.0,116.0,W,24.0,12.0,26.0,7,2014,12
125,11400032,2,5,1,1,0,0,0,0,0,0,0,Dallas Mavericks,45.0,109.0,L,24.0,20.0,32.0,-9,2014,9
126,11400033,4,3,0,2,0,1,0,0,0,0,0,Miami Heat,40.0,119.0,L,25.0,17.0,25.0,-3,2014,9
127,11400035,2,4,2,1,0,0,0,0,0,0,0,Memphis Grizzlies,48.0,93.0,W,17.0,16.0,19.0,5,2014,9
128,11400036,1,1,0,1,0,0,0,0,0,0,0,Boston Celtics,30.0,80.0,L,12.0,20.0,17.0,-16,2014,3
129,11400037,5,6,0,3,0,0,0,0,0,0,1,Milwaukee Bucks,49.0,85.0,L,15.0,18.0,28.0,-6,2014,14
130,11400038,0,5,1,3,0,0,0,0,0,0,0,Washington Wizards,46.0,91.0,W,21.0,21.0,21.0,2,2014,9
131,11400039,5,1,0,1,0,0,0,0,0,0,0,Sacramento Kings,43.0,95.0,L,17.0,11.0,22.0,-2,2014,7
132,11400040,2,1,0,1,0,0,0,0,0,0,1,Portland Trail Blazers,49.0,119.0,W,28.0,21.0,22.0,5,2014,4
133,11400042,5,2,2,0,0,0,0,0,0,0,1,Los Angeles Lakers,37.0,75.0,L,17.0,20.0,27.0,-41,2014,9
134,11400043,5,5,0,2,0,0,0,0,0,0,1,Charlotte Hornets,47.0,99.0,W,24.0,13.0,23.0,2,2014,12
135,11400044,1,4,0,2,0,0,0,0,0,0,1,Chicago Bulls,45.0,110.0,W,20.0,12.0,23.0,20,2014,7
136,11400045,3,4,0,4,0,0,0,0,0,0,0,Houston Rockets,47.0,95.0,W,18.0,19.0,22.0,3,2014,11
137,11400046,7,2,1,1,0,0,0,0,0,0,0,Utah Jazz,55.0,102.0,W,30.0,18.0,21.0,13,2014,11
138,11400047,2,4,2,1,0,0,0,0,0,0,0,New York Knicks,44.0,76.0,L,20.0,16.0,24.0,-5,2014,9
139,11400048,2,1,1,2,1,0,0,0,0,0,0,Philadelphia 76ers,36.0,77.0,L,15.0,21.0,22.0,-7,2014,6
140,11400049,1,3,0,2,0,0,0,0,0,0,1,Cleveland Cavaliers,37.0,106.0,W,26.0,16.0,19.0,6,2014,6
141,11400050,2,1,1,1,0,0,0,0,0,0,0,New Orleans Pelicans,46.0,117.0,W,21.0,23.0,26.0,19,2014,5
142,11400051,3,1,0,0,0,0,1,0,0,0,0,Oklahoma City Thunder,33.0,117.0,W,22.0,20.0,27.0,10,2014,5
143,11400052,4,3,0,0,0,0,0,0,0,0,1,Miami Heat,39.0,103.0,L,20.0,16.0,22.0,-6,2014,7
144,11400053,1,3,0,3,0,0,0,0,0,1,0,Charlotte Hornets,36.0,84.0,L,15.0,7.0,20.0,-20,2014,8
145,11400057,4,3,0,1,0,0,0,0,0,1,0,Boston Celtics,44.0,89.0,L,23.0,19.0,22.0,-3,2014,9
146,11400058,3,2,0,5,1,0,0,0,0,0,0,Brooklyn Nets,46.0,129.0,W,30.0,20.0,29.0,12,2014,10
147,11400059,0,4,3,0,0,0,0,0,0,0,3,Philadelphia 76ers,43.0,91.0,L,23.0,22.0,16.0,-20,2014,7
148,11400061,3,2,1,3,0,0,0,0,0,0,2,New Orleans Pelicans,51.0,120.0,W,30.0,11.0,18.0,34,2014,9
149,11400064,9,1,1,2,0,0,0,0,0,0,1,Los Angeles Lakers,41.0,86.0,L,15.0,18.0,30.0,-33,2014,13
150,11400065,0,2,1,2,0,0,0,0,0,0,0,Washington Wizards,37.0,86.0,L,21.0,20.0,14.0,-10,2014,5
151,11400066,5,4,1,0,0,0,0,0,0,0,3,Orlando Magic,46.0,99.0,W,25.0,22.0,24.0,12,2014,10
152,11400068,3,4,3,0,0,0,0,0,0,0,2,Minnesota Timberwolves,46.0,98.0,L,21.0,20.0,26.0,-7,2014,10
153,11400069,1,5,1,2,0,0,0,0,0,0,2,Oklahoma City Thunder,47.0,90.0,L,22.0,20.0,31.0,-19,2014,9
154,11400071,1,2,3,0,0,0,0,0,0,0,0,Miami Heat,35.0,115.0,W,18.0,19.0,21.0,7,2014,6
155,11400072,5,5,1,0,0,0,0,0,0,0,0,Cleveland Cavaliers,44.0,102.0,L,25.0,22.0,22.0,-6,2014,11
156,11400073,2,5,0,0,0,0,0,0,0,0,0,Los Angeles Clippers,39.0,101.0,W,28.0,20.0,25.0,4,2014,7
157,11400074,2,1,0,0,0,0,0,0,0,0,1,Indiana Pacers,44.0,98.0,W,19.0,18.0,24.0,5,2014,3
158,11400077,4,0,0,3,0,0,0,0,0,0,0,Atlanta Hawks,43.0,100.0,L,28.0,15.0,24.0,-4,2014,7
159,11400078,3,5,0,2,0,0,0,0,0,0,2,San Antonio Spurs,50.0,108.0,L,27.0,28.0,36.0,-3,2014,10
160,11400079,1,6,0,2,0,0,0,0,0,0,1,Los Angeles Clippers,41.0,93.0,L,18.0,19.0,23.0,-11,2014,9
161,11400080,0,4,1,0,0,0,0,0,0,0,0,Brooklyn Nets,42.0,90.0,L,16.0,18.0,19.0,-5,2014,5
162,11400081,2,6,1,1,0,0,1,0,0,0,0,Oklahoma City Thunder,50.0,94.0,L,15.0,23.0,25.0,-18,2014,11
163,11400082,5,3,1,2,0,0,0,0,0,0,1,Los Angeles Lakers,37.0,98.0,W,18.0,16.0,23.0,7,2014,11
164,11400083,0,1,0,4,0,0,0,0,0,0,1,Chicago Bulls,43.0,101.0,W,23.0,12.0,22.0,5,2014,5
165,11400084,4,5,0,1,0,0,0,0,0,0,1,Houston Rockets,48.0,90.0,W,19.0,17.0,19.0,7,2014,10
166,11400085,2,3,1,1,0,0,1,0,0,0,0,Washington Wizards,33.0,84.0,L,17.0,18.0,23.0,-4,2014,8
167,11400086,4,4,0,1,0,0,0,0,0,0,0,Cleveland Cavaliers,47.0,107.0,W,26.0,9.0,19.0,9,2014,9
168,11400087,6,6,2,2,0,0,0,0,0,0,0,Brooklyn Nets,52.0,99.0,W,26.0,21.0,26.0,11,2014,16
169,11400088,4,11,0,1,0,0,0,0,0,0,0,New York Knicks,38.0,107.0,L,26.0,11.0,27.0,-13,2014,16
170,11400089,1,3,1,0,0,0,0,0,0,0,1,Atlanta Hawks,40.0,117.0,W,27.0,14.0,25.0,3,2014,5
171,11400090,4,2,2,0,0,0,0,0,0,1,1,Dallas Mavericks,49.0,108.0,W,29.0,13.0,26.0,5,2014,9
172,11400091,3,2,1,1,0,0,0,0,0,0,0,San Antonio Spurs,36.0,106.0,W,24.0,18.0,26.0,7,2014,7
173,11400092,3,5,0,0,0,0,0,0,0,0,0,Minnesota Timberwolves,43.0,107.0,W,23.0,14.0,24.0,18,2014,8
174,11400094,1,4,1,0,0,1,0,0,0,1,1,Denver Nuggets,42.0,75.0,L,17.0,12.0,27.0,-18,2014,7
175,11400095,3,0,0,1,0,0,0,0,0,0,0,Los Angeles Lakers,42.0,108.0,L,31.0,19.0,24.0,-6,2014,4
176,11400096,3,1,2,0,1,0,1,0,0,0,0,Golden State Warriors,46.0,125.0,W,28.0,28.0,31.0,18,2014,7
177,11400097,1,4,2,0,0,0,0,0,0,0,0,Miami Heat,35.0,90.0,W,19.0,18.0,20.0,5,2014,7
178,11400098,3,4,0,0,0,0,0,0,0,0,0,Orlando Magic,47.0,89.0,L,18.0,17.0,23.0,-1,2014,7
179,11400099,2,2,0,4,0,0,0,0,0,0,0,Memphis Grizzlies,34.0,96.0,W,20.0,13.0,25.0,4,2014,8
180,11400100,3,4,4,0,0,0,0,0,0,0,1,Milwaukee Bucks,45.0,91.0,L,20.0,23.0,30.0,-19,2014,11
181,11400101,6,0,0,1,0,0,0,0,0,0,3,Los Angeles Lakers,39.0,94.0,W,20.0,18.0,20.0,8,2014,7
182,11400102,3,3,1,1,0,0,0,0,0,0,0,Boston Celtics,44.0,100.0,W,29.0,19.0,20.0,14,2014,8
183,11400103,4,2,1,0,0,0,0,0,0,0,0,New York Knicks,34.0,103.0,W,22.0,20.0,20.0,3,2014,7
184,11400105,1,1,0,1,0,2,0,0,0,0,1,San Antonio Spurs,38.0,107.0,L,25.0,21.0,28.0,-10,2014,3
185,11400106,5,2,0,1,0,0,0,0,0,0,0,Los Angeles Clippers,35.0,108.0,W,21.0,15.0,28.0,3,2014,8
186,11400107,1,0,1,1,0,0,0,0,0,0,0,Charlotte Hornets,34.0,79.0,L,18.0,12.0,22.0,-9,2014,3
187,11400108,3,2,1,2,0,0,0,0,0,0,1,New Orleans Pelicans,49.0,88.0,W,18.0,9.0,22.0,3,2014,8
188,11400109,4,3,0,0,0,0,0,0,0,0,0,Detroit Pistons,38.0,109.0,W,28.0,18.0,26.0,6,2014,7
189,11400110,2,3,1,2,0,0,0,0,0,0,0,Orlando Magic,37.0,92.0,L,21.0,26.0,20.0,-25,2014,8
190,11400111,5,3,1,2,0,0,0,0,0,0,2,Chicago Bulls,50.0,112.0,L,23.0,18.0,22.0,-1,2014,11
191,11400113,4,3,2,0,0,0,0,0,0,0,0,Houston Rockets,46.0,96.0,W,16.0,14.0,28.0,9,2014,9
192,11400114,3,3,0,2,0,0,0,0,0,0,1,Utah Jazz,46.0,100.0,L,14.0,21.0,29.0,-5,2014,8
193,11400115,1,1,0,1,0,0,0,0,0,0,1,Los Angeles Lakers,39.0,92.0,L,23.0,10.0,28.0,-1,2014,3
194,11400117,2,2,1,1,0,0,1,0,0,0,1,Golden State Warriors,37.0,119.0,W,35.0,12.0,22.0,7,2014,7
195,11400118,3,0,0,0,0,0,0,0,0,0,0,Los Angeles Clippers,39.0,89.0,L,24.0,16.0,26.0,-10,2014,3
196,11500001,3,2,1,1,0,0,1,0,0,0,0,LA Clippers,39.0,103.0,W,22.0,14.0,15.0,7,2015,8
197,11500002,4,3,0,3,0,0,0,0,0,0,2,Orlando Magic,45.0,100.0,L,22.0,13.0,30.0,-6,2015,10
198,11500003,4,4,2,4,0,0,0,0,0,0,0,Indiana Pacers,62.0,105.0,L,21.0,20.0,27.0,-5,2015,14
199,11500004,2,2,2,3,0,0,0,0,0,0,2,Los Angeles Lakers,48.0,71.0,L,11.0,13.0,31.0,-19,2015,9
200,11500005,2,4,2,0,0,0,0,0,0,0,0,Toronto Raptors,48.0,93.0,W,11.0,21.0,25.0,20,2015,8
201,11500006,2,5,0,0,0,0,0,0,0,0,0,Miami Heat,48.0,77.0,L,19.0,14.0,24.0,-13,2015,7
202,11500007,2,7,1,1,0,0,0,0,0,1,2,Portland Trail Blazers,52.0,105.0,L,24.0,23.0,30.0,-4,2015,12
203,11500009,2,2,0,0,0,0,0,0,0,0,0,Golden State Warriors,37.0,95.0,W,29.0,17.0,22.0,8,2015,4
204,11500010,6,3,2,1,0,0,0,0,0,0,1,Los Angeles Lakers,41.0,114.0,L,16.0,19.0,31.0,-3,2015,12
205,11500012,2,10,1,4,0,0,0,0,0,0,4,Chicago Bulls,59.0,105.0,W,21.0,16.0,25.0,10,2015,17
