,game_id,fg_scored,fg_missed,turnover,personal_foul,violation,substitution,time_out,jump_ball,ejection,end_of_period,else,team_name_away,reb_away,pts_away,wl_away,ast_away,tov_away,pf_away,plus_minus_away,game_year,off_rebounds_away
0,11300002,1,7,1,2,0,0,0,0,0,1,2,Chicago Bulls,56.0,82.0,W,20.0,23.0,25.0,6,2013,12
1,11300003,4,3,0,3,0,0,0,0,0,0,0,New Orleans Pelicans,33.0,116.0,W,17.0,15.0,32.0,1,2013,10
2,11300004,3,2,2,3,0,0,0,0,0,0,3,Golden State Warriors,52.0,95.0,L,21.0,23.0,31.0,-9,2013,10
3,11300006,1,4,1,1,1,0,1,0,0,0,1,Denver Nuggets,55.0,97.0,W,23.0,28.0,33.0,9,2013,8
4,11300007,2,2,1,2,0,0,0,0,0,0,2,Memphis Grizzlies,31.0,87.0,L,21.0,20.0,31.0,-19,2013,7
5,11300010,5,3,2,1,0,0,0,0,0,0,0,Los Angeles Clippers,44.0,89.0,W,24.0,14.0,25.0,8,2013,11
6,11300011,5,3,0,2,0,0,0,0,0,0,0,Toronto Raptors,46.0,97.0,W,16.0,26.0,22.0,8,2013,10
7,11300012,3,2,0,1,0,0,0,0,0,0,0,Atlanta Hawks,41.0,87.0,L,20.0,23.0,19.0,-5,2013,6
8,11300013,3,2,2,2,0,0,0,0,0,0,1,New Orleans Pelicans,40.0,94.0,W,17.0,16.0,27.0,2,2013,9
9,11300014,1,4,1,2,0,0,0,0,0,0,0,Sacramento Kings,40.0,81.0,L,20.0,26.0,23.0,-13,2013,8
10,11300015,4,3,0,2,0,0,0,0,0,0,0,Brooklyn Nets,48.0,111.0,W,29.0,25.0,33.0,5,2013,9
11,11300016,2,3,0,3,0,0,1,0,0,0,0,Milwaukee Bucks,38.0,87.0,L,18.0,24.0,27.0,-12,2013,9
12,11300017,0,3,0,3,0,0,0,1,0,0,1,Golden State Warriors,41.0,78.0,L,15.0,12.0,21.0,-23,2013,6
13,11300018,5,10,0,2,0,0,0,0,0,0,2,Denver Nuggets,53.0,88.0,L,19.0,13.0,29.0,-2,2013,17
14,11300019,1,2,1,1,0,0,0,0,0,1,0,Atlanta Hawks,44.0,87.0,W,24.0,20.0,28.0,2,2013,6
15,11300021,2,4,1,3,0,0,0,0,0,0,0,Oklahoma City Thunder,51.0,103.0,W,30.0,19.0,23.0,4,2013,10
16,11300022,3,2,0,1,0,1,0,0,0,0,0,Minnesota Timberwolves,41.0,101.0,W,21.0,11.0,21.0,12,2013,6
17,11300023,2,4,0,2,0,0,0,0,0,0,0,New Orleans Pelicans,43.0,99.0,W,22.0,16.0,25.0,4,2013,8
18,11300024,3,1,1,1,0,0,0,0,0,0,1,Dallas Mavericks,45.0,95.0,W,20.0,16.0,24.0,5,2013,6
19,11300025,0,4,0,1,0,0,1,0,0,0,0,Phoenix Suns,43.0,104.0,W,22.0,14.0,29.0,6,2013,6
20,11300026,1,3,0,0,0,0,0,0,0,0,0,New York Knicks,34.0,103.0,W,21.0,14.0,21.0,1,2013,4
21,11300028,2,3,1,0,0,0,0,0,0,0,0,Milwaukee Bucks,41.0,89.0,L,20.0,24.0,33.0,-9,2013,6
22,11300029,3,1,0,0,0,0,0,0,0,0,1,Sacramento Kings,50.0,104.0,W,28.0,15.0,20.0,18,2013,4
23,11300030,1,2,0,2,0,0,0,0,0,0,0,Miami Heat,29.0,112.0,W,29.0,11.0,30.0,5,2013,5
24,11300031,1,2,0,1,0,0,1,0,0,0,0,Houston Rockets,45.0,116.0,W,27.0,16.0,33.0,20,2013,5
25,11300032,4,6,1,2,0,0,0,0,0,0,1,New York Knicks,47.0,91.0,L,19.0,18.0,31.0,-9,2013,13
26,11300033,5,4,1,0,0,0,0,0,0,0,1,Boston Celtics,43.0,85.0,L,21.0,18.0,24.0,-12,2013,10
27,11300034,1,5,1,3,0,0,0,0,0,0,1,Cleveland Cavaliers,36.0,110.0,W,20.0,12.0,25.0,5,2013,10
28,11300035,1,3,0,1,0,0,0,0,0,0,2,Utah Jazz,33.0,86.0,L,22.0,16.0,25.0,-10,2013,5
29,11300036,2,2,1,1,0,0,0,0,0,0,2,Charlotte Hornets,40.0,75.0,L,17.0,19.0,15.0,-11,2013,6
30,11300037,4,1,2,0,0,0,0,0,0,0,0,Chicago Bulls,49.0,83.0,W,23.0,24.0,25.0,2,2013,7
31,11300038,3,2,0,2,0,0,0,0,0,0,0,Toronto Raptors,44.0,104.0,W,18.0,26.0,35.0,7,2013,7
32,11300039,0,3,0,1,0,0,0,0,0,0,0,Los Angeles Clippers,40.0,106.0,W,29.0,16.0,24.0,32,2013,4
33,11300041,4,2,1,0,0,0,0,0,0,0,1,Detroit Pistons,41.0,99.0,W,19.0,28.0,36.0,11,2013,7
34,11300042,1,6,1,2,0,0,0,0,0,0,0,Charlotte Hornets,50.0,83.0,W,15.0,13.0,13.0,7,2013,10
35,11300043,2,0,1,1,0,0,0,0,0,0,0,Atlanta Hawks,28.0,73.0,L,19.0,25.0,18.0,-32,2013,4
36,11300044,0,0,0,1,0,0,0,0,0,1,0,Indiana Pacers,35.0,98.0,L,14.0,17.0,18.0,-9,2013,2
37,11300045,3,2,0,2,0,0,0,0,0,0,0,Phoenix Suns,45.0,106.0,W,22.0,17.0,21.0,7,2013,7
38,11300047,4,1,1,6,0,0,0,0,0,0,1,Brooklyn Nets,54.0,127.0,W,34.0,25.0,30.0,30,2013,12
39,11300048,3,1,1,0,0,0,0,0,0,0,0,San Antonio Spurs,50.0,94.0,L,24.0,22.0,31.0,-4,2013,5
40,11300049,1,3,1,0,0,0,0,0,0,0,1,Los Angeles Clippers,29.0,88.0,L,22.0,15.0,25.0,-11,2013,5
41,11300050,1,4,2,2,0,0,0,0,0,0,0,Orlando Magic,54.0,102.0,W,19.0,28.0,24.0,8,2013,9
42,11300052,2,0,0,4,0,0,0,0,0,0,0,Charlotte Hornets,40.0,92.0,W,16.0,15.0,22.0,18,2013,6
43,11300053,1,1,0,4,0,0,0,0,0,0,0,Milwaukee Bucks,42.0,99.0,L,22.0,18.0,29.0,-3,2013,6
44,11300054,2,3,0,0,0,0,0,0,0,0,1,Denver Nuggets,33.0,81.0,L,17.0,21.0,28.0,-28,2013,5
45,11300055,6,0,3,0,0,0,0,0,0,0,1,Los Angeles Clippers,42.0,102.0,W,22.0,24.0,29.0,6,2013,9
46,11300056,3,3,1,2,0,0,0,0,0,0,0,Boston Celtics,49.0,80.0,L,20.0,22.0,26.0,-2,2013,9
47,11300057,3,3,0,3,0,0,0,0,0,0,0,Golden State Warriors,45.0,100.0,W,24.0,17.0,28.0,5,2013,9
48,11300058,6,5,2,0,0,0,0,0,0,0,0,Boston Celtics,37.0,97.0,L,23.0,17.0,29.0,-2,2013,13
49,11300059,6,3,0,2,0,0,0,0,0,0,2,Dallas Mavericks,48.0,92.0,W,24.0,11.0,30.0,7,2013,11
50,11300061,6,4,2,1,0,0,0,0,0,0,0,Orlando Magic,49.0,104.0,L,15.0,15.0,26.0,-4,2013,13
51,11300062,1,6,2,7,0,1,0,0,0,0,0,Portland Trail Blazers,57.0,99.0,W,18.0,19.0,30.0,7,2013,16
52,11300063,1,6,0,0,1,0,0,0,0,0,1,Philadelphia 76ers,39.0,84.0,L,18.0,23.0,30.0,-26,2013,7
53,11300064,3,1,1,1,0,0,0,0,0,0,0,New York Knicks,37.0,98.0,W,20.0,15.0,20.0,9,2013,6
54,11300065,1,1,0,2,0,0,0,0,0,0,2,Detroit Pistons,37.0,84.0,L,19.0,22.0,17.0,-12,2013,4
55,11300066,2,2,1,1,0,0,1,0,0,0,1,New Orleans Pelicans,33.0,105.0,W,16.0,14.0,21.0,3,2013,7
56,11300067,4,7,0,3,0,0,1,0,0,0,0,Phoenix Suns,50.0,90.0,L,15.0,28.0,30.0,-17,2013,15
57,11300068,5,2,1,1,0,0,0,0,0,0,0,San Antonio Spurs,47.0,106.0,W,23.0,21.0,21.0,2,2013,9
58,11300069,3,3,1,2,0,0,0,0,0,0,0,Miami Heat,31.0,62.0,L,15.0,16.0,23.0,-24,2013,9
59,11300070,2,2,0,2,0,0,0,0,0,0,2,Memphis Grizzlies,44.0,97.0,W,22.0,13.0,24.0,6,2013,6
60,11300071,3,2,1,1,0,0,0,0,0,0,2,Indiana Pacers,39.0,98.0,L,21.0,16.0,31.0,-5,2013,7
61,11300072,1,3,2,0,1,0,0,0,0,0,0,Los Angeles Lakers,36.0,89.0,L,19.0,21.0,9.0,-26,2013,6
62,11300073,2,4,1,1,0,0,0,0,0,0,2,Portland Trail Blazers,56.0,94.0,W,17.0,29.0,25.0,10,2013,8
63,11300075,3,4,0,0,0,0,0,0,0,0,0,Dallas Mavericks,38.0,89.0,W,26.0,15.0,24.0,6,2013,7
64,11300076,5,0,0,0,0,0,0,0,0,0,0,San Antonio Spurs,40.0,96.0,L,24.0,23.0,19.0,-25,2013,5
65,11300077,1,2,0,1,0,0,0,0,0,0,0,Indiana Pacers,39.0,102.0,W,25.0,13.0,30.0,23,2013,4
66,11300078,3,2,2,1,0,0,0,0,0,0,1,Denver Nuggets,45.0,111.0,L,25.0,23.0,34.0,-7,2013,8
67,11300081,4,3,1,1,0,0,0,0,0,0,1,Boston Celtics,40.0,89.0,L,12.0,12.0,25.0,-15,2013,9
68,11300082,2,1,1,3,0,1,0,0,0,0,0,Utah Jazz,39.0,82.0,L,14.0,16.0,26.0,-6,2013,7
69,11300083,3,8,0,1,0,0,0,0,0,0,0,Sacramento Kings,40.0,105.0,L,24.0,7.0,21.0,-4,2013,12
70,11300084,3,5,1,2,0,0,0,0,0,0,1,New York Knicks,52.0,120.0,L,19.0,15.0,29.0,-3,2013,11
71,11300087,2,4,0,2,0,0,0,0,0,0,2,Dallas Mavericks,42.0,95.0,L,27.0,18.0,22.0,-5,2013,8
72,11300088,4,2,0,1,0,1,0,0,0,0,1,Oklahoma City Thunder,41.0,76.0,L,13.0,22.0,24.0,-12,2013,7
73,11300089,1,4,0,0,0,0,0,0,0,0,1,Indiana Pacers,37.0,107.0,W,22.0,16.0,18.0,18,2013,5
74,11300090,4,2,0,3,0,0,0,0,0,0,0,Washington Wizards,43.0,96.0,L,18.0,11.0,19.0,-3,2013,9
75,11300091,4,4,0,1,0,0,0,0,0,0,1,Orlando Magic,42.0,101.0,L,22.0,19.0,22.0,-22,2013,9
76,11300092,1,7,2,2,1,0,0,0,0,0,0,Utah Jazz,46.0,94.0,L,24.0,21.0,30.0,-14,2013,12
77,11300094,2,4,0,1,0,0,0,0,0,0,0,Brooklyn Nets,34.0,97.0,L,14.0,15.0,29.0,-4,2013,7
78,11300095,4,2,1,3,0,0,0,0,0,1,1,Minnesota Timberwolves,59.0,125.0,W,26.0,14.0,25.0,23,2013,11
79,11300096,2,2,0,3,0,0,1,0,0,0,1,Washington Wizards,43.0,101.0,W,29.0,15.0,20.0,19,2013,8
80,11300097,6,3,1,2,0,0,0,0,0,0,0,New York Knicks,39.0,95.0,L,19.0,12.0,29.0,-10,2013,12
81,11300098,3,3,0,0,0,0,1,0,0,0,2,Miami Heat,36.0,108.0,W,25.0,19.0,25.0,13,2013,7
82,11300099,2,3,2,2,0,0,0,0,0,0,1,Phoenix Suns,53.0,98.0,W,25.0,21.0,24.0,19,2013,9
83,11300100,2,1,1,3,0,0,0,0,0,0,1,Golden State Warriors,38.0,90.0,L,24.0,17.0,28.0,-1,2013,7
84,11300101,2,2,1,2,1,0,1,0,0,0,1,Atlanta Hawks,42.0,88.0,L,14.0,20.0,17.0,-10,2013,8
85,11300102,5,4,1,0,0,0,0,0,0,0,3,Utah Jazz,57.0,99.0,L,24.0,22.0,32.0,-4,2013,10
86,11300103,2,4,1,1,0,0,0,0,0,0,0,Chicago Bulls,46.0,104.0,W,23.0,19.0,22.0,9,2013,8
87,11300104,6,2,0,2,0,0,1,0,0,0,2,Cleveland Cavaliers,48.0,92.0,L,19.0,18.0,27.0,-13,2013,11
88,11300105,3,6,1,1,0,0,0,0,0,0,1,Houston Rockets,51.0,109.0,W,27.0,14.0,20.0,17,2013,11
89,11300106,2,6,0,1,0,0,0,0,0,0,0,Minnesota Timberwolves,42.0,98.0,L,18.0,17.0,22.0,-1,2013,9
90,11300107,2,5,2,1,0,0,0,0,0,0,2,Portland Trail Blazers,58.0,90.0,W,24.0,21.0,15.0,16,2013,10
91,11300109,2,1,1,0,0,0,0,0,0,0,3,Denver Nuggets,47.0,89.0,L,18.0,18.0,29.0,-5,2013,4
92,11300110,4,5,2,4,0,0,0,0,0,0,3,Houston Rockets,56.0,92.0,W,17.0,18.0,33.0,19,2013,15
93,11300111,4,2,2,1,0,0,0,0,0,0,3,Utah Jazz,48.0,106.0,L,26.0,15.0,21.0,-5,2013,9
94,11300112,2,9,1,2,0,0,0,0,0,0,0,Charlotte Hornets,57.0,85.0,W,18.0,11.0,16.0,2,2013,14
95,11300113,5,2,0,0,0,0,0,0,0,0,0,Brooklyn Nets,38.0,108.0,W,23.0,21.0,25.0,21,2013,7
96,11300115,4,8,1,1,0,0,0,0,0,0,1,Indiana Pacers,53.0,98.0,W,21.0,17.0,20.0,21,2013,14
97,11300116,3,5,0,1,0,0,0,0,0,0,2,Sacramento Kings,50.0,110.0,W,28.0,12.0,25.0,10,2013,9
98,11400001,5,3,1,1,0,0,0,0,0,0,0,New Orleans Pelicans,42.0,98.0,W,19.0,19.0,25.0,12,2014,10
99,11400002,3,3,2,3,0,0,0,0,0,0,0,Sacramento Kings,45.0,94.0,L,18.0,29.0,27.0,-5,2014,11
100,11400004,1,1,1,0,0,0,0,0,0,0,0,Washington Wizards,47.0,85.0,W,17.0,22.0,33.0,4,2014,3
101,11400005,1,3,0,2,0,0,0,0,0,0,3,Denver Nuggets,43.0,95.0,L,19.0,16.0,27.0,-3,2014,6
102,11400006,3,3,2,3,0,0,0,0,0,1,0,Philadelphia 76ers,51.0,78.0,L,14.0,28.0,31.0,-20,2014,12
103,11400007,2,4,1,2,0,0,0,0,0,0,1,New Orleans Pelicans,43.0,87.0,L,17.0,16.0,27.0,-6,2014,9
104,11400008,4,4,1,3,0,0,0,0,0,0,1,Minnesota Timberwolves,50.0,90.0,L,20.0,11.0,20.0,-13,2014,12
105,11400009,1,6,0,2,0,0,0,0,0,0,0,Portland Trail Blazers,45.0,73.0,L,13.0,22.0,27.0,-19,2014,9
106,11400010,5,0,0,2,0,0,0,0,0,0,2,Toronto Raptors,32.0,106.0,L,24.0,15.0,36.0,-7,2014,7
107,11400012,8,4,0,1,0,0,0,0,0,0,0,Orlando Magic,56.0,108.0,W,24.0,17.0,21.0,7,2014,13
108,11400013,4,1,1,3,0,0,0,0,0,0,0,Chicago Bulls,48.0,109.0,L,16.0,23.0,34.0,-2,2014,9
109,11400014,4,3,1,2,0,1,0,0,0,0,1,Houston Rockets,40.0,111.0,W,19.0,24.0,45.0,3,2014,10
110,11400015,1,1,1,4,0,0,0,0,0,0,1,Golden State Warriors,44.0,112.0,W,25.0,23.0,29.0,18,2014,7
111,11400016,3,1,0,2,0,0,0,0,0,1,2,Charlotte Hornets,50.0,92.0,L,15.0,14.0,30.0,-14,2014,7
112,11400017,3,5,1,0,0,0,0,0,0,1,0,Memphis Grizzlies,42.0,83.0,L,22.0,16.0,22.0,-3,2014,10
113,11400018,1,2,0,2,0,0,3,0,0,0,1,Washington Wizards,48.0,94.0,W,16.0,21.0,24.0,5,2014,8
114,11400019,2,9,1,5,0,0,0,0,0,0,4,Oklahoma City Thunder,42.0,101.0,L,18.0,16.0,32.0,-13,2014,17
115,11400021,2,1,3,1,0,0,1,0,0,0,0,New York Knicks,39.0,86.0,L,20.0,28.0,23.0,-20,2014,8
116,11400023,4,2,1,0,0,0,0,1,0,0,0,Memphis Grizzlies,36.0,93.0,L,21.0,22.0,31.0,-20,2014,7
117,11400024,4,1,3,0,0,0,0,0,0,0,1,Utah Jazz,39.0,109.0,W,20.0,22.0,24.0,4,2014,8
118,11400025,1,5,1,1,0,0,0,0,0,0,0,Milwaukee Bucks,48.0,80.0,L,20.0,23.0,30.0,-14,2014,8
119,11400026,5,1,0,0,0,0,0,0,0,0,0,Golden State Warriors,39.0,120.0,W,27.0,14.0,25.0,15,2014,6
120,11400027,2,3,0,2,0,0,0,0,0,0,2,Washington Wizards,44.0,86.0,L,22.0,11.0,23.0,-13,2014,7
121,11400028,2,1,2,0,0,0,0,0,0,0,1,Orlando Magic,46.0,96.0,W,24.0,15.0,21.0,3,2014,5
122,11400029,2,2,0,0,0,0,0,0,0,0,0,Philadelphia 76ers,38.0,110.0,L,25.0,23.0,18.0,-6,2014,4
123,11400030,1,6,1,2,0,0,0,0,0,0,1,Denver Nuggets,52.0,89.0,L,19.0,19.0,26.0,-8,2014,10
124,11400031,1,0,0,0,0,0,0,0,0,0,0,Boston Celtics,36.0,109.0,L,29.0,17.0,24.0,-7,2014,1
125,11400032,2,1,0,1,0,0,0,0,0,0,1,Oklahoma City Thunder,46.0,118.0,W,22.0,20.0,36.0,9,2014,4
126,11400033,5,3,2,1,0,0,0,0,0,0,0,Cleveland Cavaliers,44.0,122.0,W,23.0,18.0,32.0,3,2014,11
127,11400035,1,4,1,0,0,0,0,0,0,0,2,Atlanta Hawks,42.0,88.0,L,22.0,17.0,21.0,-5,2014,6
128,11400036,3,0,0,1,0,0,0,0,0,0,0,New York Knicks,38.0,96.0,W,17.0,19.0,28.0,16,2014,4
129,11400037,1,2,1,3,0,0,0,0,0,0,0,Chicago Bulls,48.0,91.0,W,22.0,22.0,29.0,6,2014,7
130,11400038,2,3,0,1,0,0,0,0,0,0,0,Detroit Pistons,36.0,89.0,L,25.0,19.0,28.0,-2,2014,6
131,11400039,2,4,0,0,0,0,0,0,0,0,0,Brooklyn Nets,44.0,97.0,W,21.0,17.0,25.0,2,2014,6
132,11400040,2,1,0,2,0,0,0,0,0,0,2,Los Angeles Clippers,35.0,114.0,L,23.0,9.0,20.0,-5,2014,5
133,11400042,2,2,1,2,0,0,0,1,0,0,0,Golden State Warriors,44.0,116.0,W,33.0,18.0,19.0,41,2014,7
134,11400043,1,6,0,2,0,0,0,0,0,0,2,Orlando Magic,45.0,97.0,L,16.0,15.0,25.0,-2,2014,9
135,11400044,6,1,2,1,0,0,0,0,0,0,0,Denver Nuggets,37.0,90.0,L,21.0,17.0,29.0,-20,2014,10
136,11400045,2,2,0,0,1,0,1,0,0,0,0,Phoenix Suns,48.0,92.0,L,17.0,25.0,30.0,-3,2014,5
137,11400046,2,3,0,0,0,0,0,0,0,0,0,Los Angeles Clippers,32.0,89.0,L,19.0,9.0,13.0,-13,2014,5
138,11400047,2,2,1,1,0,0,0,0,0,0,0,Toronto Raptors,42.0,81.0,W,13.0,22.0,19.0,5,2014,6
139,11400048,2,1,0,4,0,0,1,0,0,0,1,New York Knicks,43.0,84.0,W,22.0,21.0,25.0,7,2014,8
140,11400049,0,4,0,1,0,0,0,0,0,0,1,Milwaukee Bucks,37.0,100.0,L,28.0,14.0,27.0,-6,2014,5
141,11400050,1,4,1,2,0,0,0,0,0,0,0,Houston Rockets,34.0,98.0,L,14.0,13.0,28.0,-19,2014,8
142,11400051,3,4,0,0,0,0,0,0,0,0,0,Memphis Grizzlies,33.0,107.0,L,19.0,22.0,30.0,-10,2014,7
143,11400052,4,1,1,1,0,0,0,0,0,0,0,Atlanta Hawks,45.0,109.0,W,27.0,21.0,22.0,6,2014,7
144,11400053,3,1,1,4,0,0,0,0,0,0,4,Detroit Pistons,58.0,104.0,W,28.0,14.0,22.0,20,2014,9
145,11400057,4,2,0,1,0,0,0,0,0,0,0,Toronto Raptors,42.0,92.0,W,13.0,19.0,17.0,3,2014,7
146,11400058,3,4,1,0,0,0,0,0,0,0,0,Sacramento Kings,37.0,117.0,L,21.0,19.0,30.0,-12,2014,8
147,11400059,1,5,1,0,0,0,0,0,0,0,1,Boston Celtics,47.0,111.0,W,34.0,22.0,16.0,20,2014,7
148,11400061,5,5,0,3,0,0,0,0,0,0,1,Oklahoma City Thunder,41.0,86.0,L,11.0,12.0,20.0,-34,2014,13
149,11400064,5,2,0,2,0,0,0,0,0,0,1,Utah Jazz,50.0,119.0,W,30.0,14.0,23.0,33,2014,9
150,11400065,3,0,1,2,0,0,0,0,0,0,0,Charlotte Hornets,41.0,96.0,W,25.0,18.0,25.0,10,2014,6
151,11400066,1,2,2,0,0,0,0,0,0,0,0,Detroit Pistons,42.0,87.0,L,19.0,18.0,11.0,-12,2014,5
152,11400068,2,4,1,2,0,0,0,0,0,0,0,Milwaukee Bucks,45.0,105.0,W,23.0,21.0,29.0,7,2014,9
153,11400069,3,0,1,1,0,0,0,0,0,0,0,Toronto Raptors,42.0,109.0,W,17.0,14.0,22.0,19,2014,5
154,11400071,1,2,2,2,0,0,0,0,0,0,0,Golden State Warriors,29.0,108.0,L,26.0,16.0,25.0,-7,2014,7
155,11400072,2,2,1,0,0,0,0,0,0,0,2,Dallas Mavericks,37.0,108.0,W,27.0,11.0,18.0,6,2014,5
156,11400073,2,0,1,1,0,0,0,0,0,0,0,Utah Jazz,40.0,97.0,L,20.0,23.0,22.0,-4,2014,4
157,11400074,2,4,1,0,0,0,0,0,0,0,0,Dallas Mavericks,41.0,93.0,L,20.0,16.0,32.0,-5,2014,7
158,11400077,0,2,0,1,0,0,0,0,0,0,0,Detroit Pistons,47.0,104.0,W,28.0,18.0,26.0,4,2014,3
159,11400078,3,0,3,4,0,0,0,0,0,0,0,Miami Heat,37.0,111.0,W,20.0,16.0,33.0,3,2014,10
160,11400079,4,3,0,3,1,0,0,0,0,0,0,Denver Nuggets,45.0,104.0,W,19.0,13.0,36.0,11,2014,10
161,11400080,7,7,1,3,0,0,0,0,0,0,0,Boston Celtics,50.0,95.0,W,18.0,16.0,26.0,5,2014,18
162,11400081,3,2,0,4,0,1,0,0,0,0,0,Minnesota Timberwolves,41.0,112.0,W,26.0,8.0,31.0,18,2014,9
163,11400082,2,3,1,1,0,0,0,0,0,0,1,Utah Jazz,40.0,91.0,L,21.0,29.0,25.0,-7,2014,7
164,11400083,2,4,0,1,0,0,1,0,0,0,1,Charlotte Hornets,46.0,96.0,L,25.0,13.0,20.0,-5,2014,8
165,11400084,1,2,1,0,0,0,0,0,0,0,0,Golden State Warriors,44.0,83.0,L,27.0,21.0,23.0,-7,2014,4
166,11400085,7,3,1,1,0,0,0,0,0,0,0,New Orleans Pelicans,47.0,88.0,W,21.0,26.0,29.0,4,2014,12
167,11400086,4,4,0,2,0,0,0,0,0,0,0,Chicago Bulls,40.0,98.0,L,21.0,10.0,23.0,-9,2014,10
168,11400087,3,5,0,1,0,0,0,0,0,0,0,Philadelphia 76ers,44.0,88.0,L,19.0,21.0,31.0,-11,2014,9
169,11400088,3,1,2,0,0,0,0,0,0,0,0,Milwaukee Bucks,38.0,120.0,W,26.0,17.0,26.0,13,2014,6
170,11400089,3,2,0,3,0,0,0,0,0,0,1,Charlotte Hornets,52.0,114.0,L,31.0,20.0,35.0,-3,2014,8
171,11400090,1,3,2,3,0,0,0,0,0,0,2,Memphis Grizzlies,43.0,103.0,L,14.0,12.0,14.0,-5,2014,9
172,11400091,1,1,0,5,0,0,0,0,0,0,0,Sacramento Kings,39.0,99.0,L,19.0,24.0,26.0,-7,2014,7
173,11400092,0,4,1,1,0,0,0,0,0,0,0,Indiana Pacers,35.0,89.0,L,14.0,21.0,23.0,-18,2014,6
174,11400094,2,5,0,4,0,0,0,0,0,0,1,Portland Trail Blazers,57.0,93.0,W,21.0,20.0,22.0,18,2014,11
175,11400095,2,3,0,1,0,0,0,0,0,0,2,Phoenix Suns,45.0,114.0,W,21.0,18.0,24.0,6,2014,6
176,11400096,1,4,2,0,0,0,0,0,0,0,0,Los Angeles Clippers,31.0,107.0,L,26.0,20.0,20.0,-18,2014,7
177,11400097,7,5,2,1,0,0,0,0,0,0,0,Houston Rockets,44.0,85.0,L,12.0,23.0,23.0,-5,2014,15
178,11400098,4,6,1,0,0,0,0,0,0,0,0,Houston Rockets,47.0,90.0,W,18.0,13.0,25.0,1,2014,11
179,11400099,1,2,1,2,0,0,0,0,0,0,4,Cleveland Cavaliers,44.0,92.0,L,15.0,18.0,29.0,-4,2014,6
180,11400100,3,6,0,4,0,0,0,0,0,0,2,Minnesota Timberwolves,49.0,110.0,W,26.0,16.0,21.0,19,2014,13
181,11400101,1,4,0,0,0,0,0,0,0,1,0,Portland Trail Blazers,33.0,86.0,L,20.0,19.0,22.0,-8,2014,6
182,11400102,3,4,1,1,0,0,0,0,0,0,0,Brooklyn Nets,43.0,86.0,L,17.0,25.0,16.0,-14,2014,9
183,11400103,1,1,0,0,0,0,0,0,0,0,0,Washington Wizards,30.0,100.0,L,18.0,21.0,22.0,-3,2014,2
184,11400105,2,0,1,1,0,0,0,0,0,0,1,Atlanta Hawks,34.0,117.0,W,29.0,14.0,22.0,10,2014,4
185,11400106,2,2,0,3,0,0,0,0,0,0,0,Phoenix Suns,43.0,105.0,L,18.0,24.0,25.0,-3,2014,7
186,11400107,2,3,0,2,0,0,1,0,0,0,0,Indiana Pacers,46.0,88.0,W,21.0,18.0,23.0,9,2014,8
187,11400108,1,6,0,1,0,0,0,0,0,0,0,Dallas Mavericks,50.0,85.0,L,16.0,14.0,25.0,-3,2014,8
188,11400109,4,3,0,0,0,0,0,0,0,0,0,Philadelphia 76ers,35.0,103.0,L,21.0,17.0,21.0,-6,2014,7
189,11400110,1,1,0,1,0,0,0,0,0,0,1,Dallas Mavericks,36.0,117.0,W,30.0,21.0,23.0,25,2014,3
190,11400111,2,4,0,0,0,0,0,0,0,0,0,Minnesota Timberwolves,38.0,113.0,W,23.0,16.0,21.0,1,2014,6
191,11400113,1,4,0,0,0,0,0,0,0,0,1,San Antonio Spurs,38.0,87.0,L,24.0,16.0,21.0,-9,2014,5
192,11400114,2,3,0,1,0,0,0,0,0,0,1,Phoenix Suns,40.0,105.0,W,18.0,15.0,29.0,5,2014,6
193,11400115,1,6,0,1,0,0,0,0,0,0,1,Sacramento Kings,44.0,93.0,W,20.0,11.0,20.0,1,2014,8
194,11400117,4,4,0,1,0,0,0,0,0,0,0,Denver Nuggets,46.0,112.0,L,21.0,13.0,27.0,-7,2014,9
195,11400118,4,1,2,2,0,0,0,0,0,0,0,Portland Trail Blazers,49.0,99.0,W,24.0,16.0,25.0,10,2014,9
196,11500001,3,5,2,0,0,0,0,0,0,0,1,Denver Nuggets,57.0,96.0,L,16.0,24.0,26.0,-7,2015,10
197,11500002,1,2,0,1,0,0,0,0,0,0,1,Charlotte Hornets,41.0,106.0,W,30.0,13.0,15.0,6,2015,4
198,11500003,7,7,0,2,0,0,0,0,0,0,1,New Orleans Pelicans,55.0,110.0,W,16.0,11.0,22.0,5,2015,16
199,11500004,1,4,1,3,0,0,0,0,0,0,0,Utah Jazz,60.0,90.0,W,20.0,17.0,21.0,19,2015,9
200,11500005,1,1,2,1,0,0,0,0,0,0,0,LA Clippers,33.0,73.0,L,16.0,25.0,29.0,-20,2015,5
201,11500006,0,4,0,3,0,0,0,0,0,0,0,Charlotte Hornets,52.0,90.0,W,13.0,16.0,19.0,13,2015,7
202,11500007,3,5,0,1,0,0,0,0,0,0,1,Sacramento Kings,50.0,109.0,W,25.0,23.0,18.0,4,2015,9
203,11500009,6,2,2,4,0,0,0,0,0,0,0,Toronto Raptors,48.0,87.0,L,15.0,17.0,19.0,-8,2015,14
204,11500010,2,3,1,1,0,0,0,0,0,1,3,Utah Jazz,45.0,117.0,W,27.0,23.0,40.0,3,2015,8
205,11500012,1,2,0,1,0,0,0,0,0,0,3,Milwaukee Bucks,42.0,95.0,L,18.0,19.0,34.0,-10,2015,4
206,11500013,3,6,2,1,0,0,0,0,0,0,1,Houston Rockets,51.0,89.0,L,17.0,18.0,26.0,-3,2015,12
